,Precinct Name,In Person,Absentee,Provisional,Totals,,Curbside,County
53,237 - MCNAIR,1889,0,0,1889,,5,FAIRFAX COUNTY
54,238 - CAMERON GLEN,1982,0,0,1982,,3,FAIRFAX COUNTY
55,240 - COLVIN,1491,0,0,1491,,6,FAIRFAX COUNTY
56,301 - CHAIN BRIDGE,1742,0,0,1742,,19,FAIRFAX COUNTY
57,302 - CHESTERBROOK,1584,0,0,1584,,6,FAIRFAX COUNTY
58,303 - CHURCHILL,895,0,0,895,,2,FAIRFAX COUNTY
59,304 - COOPER,1121,0,0,1121,,8,FAIRFAX COUNTY
60,305 - EL NIDO,1306,0,0,1306,,5,FAIRFAX COUNTY
61,306 - GREAT FALLS,1240,0,0,1240,,1,FAIRFAX COUNTY
62,307 - HAYCOCK,1468,0,0,1468,,6,FAIRFAX COUNTY
63,309 - KENMORE,1979,0,0,1979,,9,FAIRFAX COUNTY
64,310 - KIRBY,1184,0,0,1184,,8,FAIRFAX COUNTY
65,311 - LANGLEY,1136,0,0,1136,,10,FAIRFAX COUNTY
66,312 - LONGFELLOW,1492,0,0,1492,,19,FAIRFAX COUNTY
67,314 - MCLEAN,1340,0,0,1340,,21,FAIRFAX COUNTY
68,315 - PIMMIT,1931,0,0,1931,,11,FAIRFAX COUNTY
69,316 - SALONA #1,529,0,0,529,,4,FAIRFAX COUNTY
70,317 - WESTHAMPTON,1379,0,0,1379,,4,FAIRFAX COUNTY
71,318 - WESTMORELAND,846,0,0,846,,7,FAIRFAX COUNTY
72,319 - HERNDON #1,2385,0,0,2385,,11,FAIRFAX COUNTY
73,320 - HERNDON #2,2506,0,0,2506,,10,FAIRFAX COUNTY
74,321 - CLEARVIEW,2574,0,0,2574,,26,FAIRFAX COUNTY
75,322 - FORESTVILLE,1819,0,0,1819,,4,FAIRFAX COUNTY
76,323 - SHOUSE,1400,0,0,1400,,7,FAIRFAX COUNTY
77,324 - HERNDON #3,2113,0,0,2113,,8,FAIRFAX COUNTY
78,325 - HUTCHISON,1319,0,0,1319,,5,FAIRFAX COUNTY
79,327 - SUGARLAND,2225,0,0,2225,,6,FAIRFAX COUNTY
80,328 - HICKORY,1881,0,0,1881,,11,FAIRFAX COUNTY
81,329 - SENECA,2030,0,0,2030,,8,FAIRFAX COUNTY
82,331 - SPRING HILL,1207,0,0,1207,,5,FAIRFAX COUNTY
83,332 - COATES,2032,0,0,2032,,2,FAIRFAX COUNTY
84,333 - SALONA #2,981,0,0,981,,6,FAIRFAX COUNTY
85,401 - BUSH HILL,1990,0,0,1990,,9,FAIRFAX COUNTY
86,402 - CAMERON,728,0,0,728,,2,FAIRFAX COUNTY
87,403 - FORESTDALE,779,0,0,779,,2,FAIRFAX COUNTY
88,404 - FRANCONIA,2110,0,0,2110,,9,FAIRFAX COUNTY
89,405 - GROVETON,1143,0,0,1143,,4,FAIRFAX COUNTY
90,406 - HAYFIELD,1474,0,0,1474,,14,FAIRFAX COUNTY
91,408 - MOUNT EAGLE,1437,0,0,1437,,2,FAIRFAX COUNTY
92,409 - PIONEER,2122,0,0,2122,,12,FAIRFAX COUNTY
93,410 - ROSE HILL,2677,0,0,2677,,12,FAIRFAX COUNTY
94,411 - VIRGINIA HILLS,1391,0,0,1391,,5,FAIRFAX COUNTY
95,413 - FAIRFIELD,1377,0,0,1377,,11,FAIRFAX COUNTY
96,415 - CRESTWOOD,1520,0,0,1520,,7,FAIRFAX COUNTY
97,417 - GARFIELD,2059,0,0,2059,,6,FAIRFAX COUNTY
98,418 - LYNBROOK,1195,0,0,1195,,7,FAIRFAX COUNTY
99,419 - LANE,2082,0,0,2082,,2,FAIRFAX COUNTY
100,420 - VILLAGES,2433,0,0,2433,,8,FAIRFAX COUNTY
101,421 - KINGSTOWNE,2065,0,0,2065,,19,FAIRFAX COUNTY
102,422 - VAN DORN,2199,0,0,2199,,4,FAIRFAX COUNTY
103,423 - CLERMONT,1700,0,0,1700,,4,FAIRFAX COUNTY
104,424 - HUNTLEY,1687,0,0,1687,,7,FAIRFAX COUNTY
105,426 - GREENSPRING,1290,0,0,1290,,1,FAIRFAX COUNTY
106,427 - ISLAND CREEK,1638,0,0,1638,,5,FAIRFAX COUNTY
107,428 - PINEWOOD,1692,0,0,1692,,26,FAIRFAX COUNTY
108,429 - HYBLA VALLEY,1653,0,0,1653,,3,FAIRFAX COUNTY
109,501 - BAILEYS,1951,0,0,1951,,2,FAIRFAX COUNTY
110,502 - BARCROFT,823,0,0,823,,5,FAIRFAX COUNTY
111,503 - BELVEDERE,1016,0,0,1016,,2,FAIRFAX COUNTY
112,504 - BRISTOW,1419,0,0,1419,,2,FAIRFAX COUNTY
113,505 - GLEN FOREST,1611,0,0,1611,,2,FAIRFAX COUNTY
114,506 - HOLMES #1,333,0,0,333,,2,FAIRFAX COUNTY
115,507 - LINCOLNIA,1890,0,0,1890,,7,FAIRFAX COUNTY
116,508 - MASONVILLE,1705,0,0,1705,,8,FAIRFAX COUNTY
117,509 - PLAZA,665,0,0,665,,0,FAIRFAX COUNTY
118,510 - PARKLAWN,1306,0,0,1306,,1,FAIRFAX COUNTY
119,511 - RAVENWOOD,1514,0,0,1514,,4,FAIRFAX COUNTY
120,512 - SLEEPY HOLLOW,928,0,0,928,,1,FAIRFAX COUNTY
121,513 - SAINT ALBANS,1523,0,0,1523,,3,FAIRFAX COUNTY
122,514 - CROSSROADS,702,0,0,702,,0,FAIRFAX COUNTY
123,515 - WESTLAWN,1041,0,0,1041,,5,FAIRFAX COUNTY
124,516 - WEYANOKE,1803,0,0,1803,,6,FAIRFAX COUNTY
125,517 - WILLSTON,985,0,0,985,,1,FAIRFAX COUNTY
126,518 - COLUMBIA,1540,0,0,1540,,0,FAIRFAX COUNTY
127,519 - HUMMER,1136,0,0,1136,,9,FAIRFAX COUNTY
128,520 - SKYLINE,1498,0,0,1498,,3,FAIRFAX COUNTY
129,521 - BROOK HILL,1225,0,0,1225,,13,FAIRFAX COUNTY
130,522 - CAMELOT,936,0,0,936,,11,FAIRFAX COUNTY
131,523 - POE,1546,0,0,1546,,5,FAIRFAX COUNTY
132,525 - WALNUT HILL,2083,0,0,2083,,6,FAIRFAX COUNTY
133,526 - BREN MAR,2037,0,0,2037,,7,FAIRFAX COUNTY
134,527 - EDSALL,1269,0,0,1269,,2,FAIRFAX COUNTY
135,528 - RIDGELEA,814,0,0,814,,5,FAIRFAX COUNTY
136,530 - HOLMES #2,1058,0,0,1058,,4,FAIRFAX COUNTY
137,601 - BELLE HAVEN,1310,0,0,1310,,3,FAIRFAX COUNTY
138,602 - BELLEVIEW,1402,0,0,1402,,5,FAIRFAX COUNTY
139,604 - BUCKNELL,2007,0,0,2007,,4,FAIRFAX COUNTY
140,605 - FORT HUNT,1485,0,0,1485,,0,FAIRFAX COUNTY
141,606 - HOLLIN HALL,1675,0,0,1675,,3,FAIRFAX COUNTY
142,607 - HUNTINGTON,2258,0,0,2258,,3,FAIRFAX COUNTY
143,608 - KIRKSIDE,1202,0,0,1202,,3,FAIRFAX COUNTY
144,609 - MARLAN,1399,0,0,1399,,0,FAIRFAX COUNTY
145,610 - SHERWOOD,1228,0,0,1228,,15,FAIRFAX COUNTY
146,611 - STRATFORD,1763,0,0,1763,,5,FAIRFAX COUNTY
147,612 - WAYNEWOOD,857,0,0,857,,2,FAIRFAX COUNTY
148,613 - WESTGATE,2143,0,0,2143,,11,FAIRFAX COUNTY
149,614 - RIVERSIDE,1281,0,0,1281,,7,FAIRFAX COUNTY
150,615 - WOODLEY,1745,0,0,1745,,11,FAIRFAX COUNTY
151,616 - GUNSTON,1490,0,0,1490,,6,FAIRFAX COUNTY
152,617 - LORTON,1283,0,0,1283,,2,FAIRFAX COUNTY
153,618 - NEWINGTON,3084,0,0,3084,,4,FAIRFAX COUNTY
154,619 - BELVOIR,2051,0,0,2051,,27,FAIRFAX COUNTY
155,621 - GROSVENOR,1398,0,0,1398,,2,FAIRFAX COUNTY
156,622 - LORTON STATION,2020,0,0,2020,,4,FAIRFAX COUNTY
157,623 - ALBAN,1801,0,0,1801,,5,FAIRFAX COUNTY
158,626 - SARATOGA,2104,0,0,2104,,20,FAIRFAX COUNTY
159,627 - WOODLAWN,2252,0,0,2252,,5,FAIRFAX COUNTY
160,628 - LAUREL HILL,2276,0,0,2276,,7,FAIRFAX COUNTY
161,629 - SOUTH COUNTY,1976,0,0,1976,,0,FAIRFAX COUNTY
162,630- ARMY,464,0,0,464,,0,FAIRFAX COUNTY
163,701 - BLAKE,2569,0,0,2569,,11,FAIRFAX COUNTY
164,703 - FORT BUFFALO,1294,0,0,1294,,4,FAIRFAX COUNTY
165,704 - FREEDOM HILL,1326,0,0,1326,,1,FAIRFAX COUNTY
166,705 - GRAHAM - GREENWAY,2226,0,0,2226,,5,FAIRFAX COUNTY
167,707 - MANTUA,1364,0,0,1364,,22,FAIRFAX COUNTY
168,708 - MARSHALL,2823,0,0,2823,,14,FAIRFAX COUNTY
169,709 - MOSBY,1915,0,0,1915,,12,FAIRFAX COUNTY
170,710 - PINE SPRING,1432,0,0,1432,,1,FAIRFAX COUNTY
171,711 - PRICE,1203,0,0,1203,,2,FAIRFAX COUNTY
172,712 - SHREVE,946,0,0,946,,2,FAIRFAX COUNTY
173,713 - TIMBER LANE,1869,0,0,1869,,2,FAIRFAX COUNTY
174,714 - WALKER,1970,0,0,1970,,4,FAIRFAX COUNTY
175,717 - WOODBURN,1158,0,0,1158,,6,FAIRFAX COUNTY
176,718 - PINE RIDGE,1430,0,0,1430,,5,FAIRFAX COUNTY
177,720 - THOREAU,1831,0,0,1831,,13,FAIRFAX COUNTY
178,721 - MERRIFIELD,2295,0,0,2295,,2,FAIRFAX COUNTY
179,723 - GALLOWS EAST,1098,0,0,1098,,2,FAIRFAX COUNTY
180,726 - MAGARITY,2094,0,0,2094,,8,FAIRFAX COUNTY
181,727 - OAKTON,1541,0,0,1541,,9,FAIRFAX COUNTY
182,729 - NOTTOWAY,1970,0,0,1970,,19,FAIRFAX COUNTY
183,730 - PENDERBROOK,2141,0,0,2141,,7,FAIRFAX COUNTY
184,731 - TYSONS,1703,0,0,1703,,3,FAIRFAX COUNTY
185,732 - OAK MARR,2105,0,0,2105,,15,FAIRFAX COUNTY
186,733 - KILMER,2477,0,0,2477,,9,FAIRFAX COUNTY
187,734 - HUNTERS BRANCH,1226,0,0,1226,,7,FAIRFAX COUNTY
188,735 - ROTONDA,732,0,0,732,,1,FAIRFAX COUNTY
189,801 - BURKE,2704,0,0,2704,,10,FAIRFAX COUNTY
190,802 - CEDAR LAKE,780,0,0,780,,1,FAIRFAX COUNTY
191,803 - CLIFTON,2542,0,0,2542,,9,FAIRFAX COUNTY
192,804 - COLCHESTER,1135,0,0,1135,,0,FAIRFAX COUNTY
193,805 - FAIRFAX STATION,1020,0,0,1020,,2,FAIRFAX COUNTY
194,806 - SYDENSTRICKER,2017,0,0,2017,,6,FAIRFAX COUNTY
195,807 - HUNT VALLEY,1318,0,0,1318,,3,FAIRFAX COUNTY
196,811 - POHICK,1242,0,0,1242,,8,FAIRFAX COUNTY
197,812 - VALLEY,1758,0,0,1758,,6,FAIRFAX COUNTY
198,815 - WOODYARD,1672,0,0,1672,,11,FAIRFAX COUNTY
199,824 - ORANGE,2469,0,0,2469,,23,FAIRFAX COUNTY
200,825 - CHERRY RUN,1728,0,0,1728,,7,FAIRFAX COUNTY
201,827 - IRVING,1636,0,0,1636,,7,FAIRFAX COUNTY
202,833 - WHITE OAKS,1830,0,0,1830,,6,FAIRFAX COUNTY
203,838 - SANGSTER,1413,0,0,1413,,6,FAIRFAX COUNTY
204,839 - SILVERBROOK,2185,0,0,2185,,9,FAIRFAX COUNTY
205,840 - WEST SPRINGFIELD,1792,0,0,1792,,5,FAIRFAX COUNTY
206,841 - POPES HEAD,997,0,0,997,,7,FAIRFAX COUNTY
207,842 - PARKWAY,1440,0,0,1440,,11,FAIRFAX COUNTY
208,843 - FAIR LAKES,1943,0,0,1943,,7,FAIRFAX COUNTY
209,844 - CENTERPOINTE,1570,0,0,1570,,1,FAIRFAX COUNTY
210,845 - FOUNTAINHEAD,2389,0,0,2389,,5,FAIRFAX COUNTY
211,846 - GREENBRIAR EAST,1997,0,0,1997,,2,FAIRFAX COUNTY
212,847 - GREENBRIAR WEST,1429,0,0,1429,,10,FAIRFAX COUNTY
213,848 - FAIR OAKS,1832,0,0,1832,,0,FAIRFAX COUNTY
214,849 - NEWGATE,2995,0,0,2995,,2,FAIRFAX COUNTY
215,850 - SOUTH RUN,1761,0,0,1761,,3,FAIRFAX COUNTY
216,851 - WILLOW SPRINGS,1557,0,0,1557,,3,FAIRFAX COUNTY
217,901 - CENTRE RIDGE,1846,0,0,1846,,3,FAIRFAX COUNTY
218,902 - BROOKFIELD,2440,0,0,2440,,6,FAIRFAX COUNTY
219,903 - CUB RUN,2338,0,0,2338,,6,FAIRFAX COUNTY
220,904 - STONECROFT,961,0,0,961,,5,FAIRFAX COUNTY
221,905 - FRANKLIN,586,0,0,586,,5,FAIRFAX COUNTY
222,908 - HIDDEN MEADOW,1482,0,0,1482,,1,FAIRFAX COUNTY
223,909 - OAK HILL,1428,0,0,1428,,7,FAIRFAX COUNTY
224,910 - LONDON TOWNE,2157,0,0,2157,,0,FAIRFAX COUNTY
225,911 - NAVY,2091,0,0,2091,,10,FAIRFAX COUNTY
226,913 - ROCKY RUN,2483,0,0,2483,,9,FAIRFAX COUNTY
227,914 - VALE,1464,0,0,1464,,4,FAIRFAX COUNTY
228,915 - VIRGINIA RUN,1703,0,0,1703,,4,FAIRFAX COUNTY
229,916 - WAPLES MILL,2583,0,0,2583,,13,FAIRFAX COUNTY
230,917 - STONE NORTH,1237,0,0,1237,,0,FAIRFAX COUNTY
231,918 - CENTREVILLE,2538,0,0,2538,,8,FAIRFAX COUNTY
232,919 - GREEN TRAILS,2398,0,0,2398,,0,FAIRFAX COUNTY
233,920 - CHANTILLY,1732,0,0,1732,,4,FAIRFAX COUNTY
234,921 - DEER PARK,2123,0,0,2123,,15,FAIRFAX COUNTY
235,923 - BULL RUN,1458,0,0,1458,,6,FAIRFAX COUNTY
236,924 - SPINDLE,1128,0,0,1128,,0,FAIRFAX COUNTY
237,925 - OLD MILL,1132,0,0,1132,,1,FAIRFAX COUNTY
238,926 - POWELL,2523,0,0,2523,,4,FAIRFAX COUNTY
239,927 - ARMFIELD,1221,0,0,1221,,2,FAIRFAX COUNTY
240,928 - POPLAR TREE,1739,0,0,1739,,7,FAIRFAX COUNTY
241,929 - DIFFICULT RUN,491,0,0,491,,5,FAIRFAX COUNTY
242,930 - LEES CORNER ,1401,0,0,1401,,0,FAIRFAX COUNTY
243,931 - CARSON,1607,0,0,1607,,18,FAIRFAX COUNTY
244,932 - STONE SOUTH,1011,0,0,1011,,1,FAIRFAX COUNTY
245,933 - COMPTON,425,0,0,425,,0,FAIRFAX COUNTY
1,# Central Absentee,1,1939,0,1940,,0,FALLS CHURCH CITY
2,## Provisional,0,0,22,22,,0,FALLS CHURCH CITY
3,001 - FIRST WARD,1868,0,0,1868,,0,FALLS CHURCH CITY
4,002 - SECOND WARD,1456,0,0,1456,,0,FALLS CHURCH CITY
5,003 - THIRD WARD,1942,0,0,1942,,0,FALLS CHURCH CITY
1,# Central Absentee,0,3353,0,3353,,0,FAUQUIER COUNTY
2,## Provisional,0,0,47,47,,0,FAUQUIER COUNTY
3,101 - KETTLE RUN,771,0,0,771,,0,FAUQUIER COUNTY
4,102 - CATLETT,1682,0,0,1682,,0,FAUQUIER COUNTY
5,103 - CASANOVA,825,0,0,825,,0,FAUQUIER COUNTY
6,104 - LOIS,743,0,0,743,,0,FAUQUIER COUNTY
7,105 - OPAL,761,0,0,761,,0,FAUQUIER COUNTY
8,106 - BALDWIN RIDGE,1055,0,0,1055,,0,FAUQUIER COUNTY
9,201 - COURTHOUSE,1950,0,0,1950,,0,FAUQUIER COUNTY
10,202 - AIRLIE,1636,0,0,1636,,0,FAUQUIER COUNTY
11,203 - WARRENTON,1810,0,0,1810,,0,FAUQUIER COUNTY
12,301 - MORRISVILLE,1127,0,0,1127,,0,FAUQUIER COUNTY
13,302 - REMINGTON,1693,0,0,1693,,0,FAUQUIER COUNTY
14,303 - BEALETON,2015,0,0,2015,,0,FAUQUIER COUNTY
15,401 - MARSHALL,1724,0,0,1724,,0,FAUQUIER COUNTY
16,402 - LEEDS,1522,0,0,1522,,0,FAUQUIER COUNTY
17,403 - WATERLOO,1862,0,0,1862,,0,FAUQUIER COUNTY
18,404 - SPRINGS VALLEY,850,0,0,850,,0,FAUQUIER COUNTY
19,501 - THE PLAINS,1433,0,0,1433,,0,FAUQUIER COUNTY
20,502 - NEW BALTIMORE,1645,0,0,1645,,0,FAUQUIER COUNTY
21,503 - BROAD RUN,1420,0,0,1420,,0,FAUQUIER COUNTY
22,504 - VINT HILL,2470,0,0,2470,,0,FAUQUIER COUNTY
1,# Central Absentee,0,694,0,694,,9,FLOYD COUNTY
2,## Provisional,0,0,11,11,,0,FLOYD COUNTY
3,101 - LOCUST GROVE,1201,0,0,1201,,8,FLOYD COUNTY
4,201 - LITTLE RIVER,1408,0,0,1408,,3,FLOYD COUNTY
5,301 - COURTHOUSE,1151,0,0,1151,,8,FLOYD COUNTY
6,401 - BURKS FORK,1116,0,0,1116,,3,FLOYD COUNTY
7,501 - INDIAN VALLEY,1198,0,0,1198,,3,FLOYD COUNTY
1,# Central Absentee,0,1385,0,1385,,0,FLUVANNA COUNTY
2,## Provisional,0,0,23,23,,0,FLUVANNA COUNTY
3,101 - PALMYRA,2434,0,0,2434,,6,FLUVANNA COUNTY
4,201 - COLUMBIA,1622,0,0,1622,,6,FLUVANNA COUNTY
5,301 - FORK UNION,1762,0,0,1762,,27,FLUVANNA COUNTY
6,401 - CUNNINGHAM,2309,0,0,2309,,8,FLUVANNA COUNTY
7,501 - RIVANNA,2527,0,0,2527,,10,FLUVANNA COUNTY
1,# Central Absentee,0,178,0,178,,2,FRANKLIN CITY
2,## Provisional,0,0,3,3,,0,FRANKLIN CITY
3,101 - PRECINCT 1-1,670,0,0,670,,1,FRANKLIN CITY
4,201 - PRECINCT 2-1,536,0,0,536,,2,FRANKLIN CITY
5,301 - PRECINCT 3-1,426,0,0,426,,12,FRANKLIN CITY
6,401 - PRECINCT 4-1,316,0,0,316,,2,FRANKLIN CITY
7,501 - PRECINCT 5-1,348,0,0,348,,5,FRANKLIN CITY
8,601 - PRECINCT 6-1,525,0,0,525,,1,FRANKLIN CITY
1,# Central Absentee,0,1442,0,1442,,0,FRANKLIN COUNTY
2,## Provisional,0,0,14,14,,0,FRANKLIN COUNTY
3,102 - BURNT CHIMNEY,1531,0,0,1531,,4,FRANKLIN COUNTY
4,103 - SCRUGGS,2629,0,0,2629,,10,FRANKLIN COUNTY
5,201 - GLADE HILL,1187,0,0,1187,,10,FRANKLIN COUNTY
6,202 - PENHOOK,1011,0,0,1011,,0,FRANKLIN COUNTY
7,203 - HODGESVILLE,208,0,0,208,,0,FRANKLIN COUNTY
8,204 - DUDLEY,799,0,0,799,,0,FRANKLIN COUNTY
9,301 - SNOW CREEK,556,0,0,556,,0,FRANKLIN COUNTY
10,302 - FORK MOUNTAIN,522,0,0,522,,2,FRANKLIN COUNTY
11,303 - SONTAG,943,0,0,943,,3,FRANKLIN COUNTY
12,304 - DICKINSON,431,0,0,431,,4,FRANKLIN COUNTY
13,401 - HENRY,927,0,0,927,,0,FRANKLIN COUNTY
14,402 - FERRUM,555,0,0,555,,12,FRANKLIN COUNTY
15,403 - ENDICOTT,564,0,0,564,,9,FRANKLIN COUNTY
16,501 - WAIDSBORO,686,0,0,686,,0,FRANKLIN COUNTY
17,502 - CALLAWAY,952,0,0,952,,8,FRANKLIN COUNTY
18,503 - BOWMANS,523,0,0,523,,0,FRANKLIN COUNTY
19,504 - GOGGINSVILLE,830,0,0,830,,0,FRANKLIN COUNTY
20,601 - BOONES MILL,1227,0,0,1227,,6,FRANKLIN COUNTY
21,602 - BONBROOK,1140,0,0,1140,,3,FRANKLIN COUNTY
22,603 - COOPERS COVE,853,0,0,853,,3,FRANKLIN COUNTY
23,701 - ROCKY MOUNT EAST,1155,0,0,1155,,21,FRANKLIN COUNTY
24,702 - ROCKY MOUNT WEST,872,0,0,872,,12,FRANKLIN COUNTY
25,703 - ROCKY MOUNT SOUTH,728,0,0,728,,6,FRANKLIN COUNTY
1,# Central Absentee,0,2285,0,2285,,0,FREDERICK COUNTY
2,## Provisional,0,0,28,28,,0,FREDERICK COUNTY
3,101 - RUSSELLS,1332,0,0,1332,,2,FREDERICK COUNTY
4,102 - GORE,1438,0,0,1438,,0,FREDERICK COUNTY
5,103 - KERNSTOWN,1678,0,0,1678,,7,FREDERICK COUNTY
6,104 - CEDAR CREEK,977,0,0,977,,4,FREDERICK COUNTY
7,201 - GAINESBOROUGH,933,0,0,933,,2,FREDERICK COUNTY
8,202 - ALBIN,1399,0,0,1399,,0,FREDERICK COUNTY
9,203 - REDLAND,1826,0,0,1826,,0,FREDERICK COUNTY
10,204 - NAIN,1515,0,0,1515,,6,FREDERICK COUNTY
11,301 - CLEAR BROOK,896,0,0,896,,1,FREDERICK COUNTY
12,302 - NEFF'S TOWN,2072,0,0,2072,,6,FREDERICK COUNTY
13,303 - WHITE HALL,2007,0,0,2007,,1,FREDERICK COUNTY
14,401 - CARPERS VALLEY,1532,0,0,1532,,1,FREDERICK COUNTY
15,402 - SHENANDOAH,781,0,0,781,,0,FREDERICK COUNTY
16,403 - PARKIN'S MILL,1529,0,0,1529,,1,FREDERICK COUNTY
17,404 - ARMEL,1472,0,0,1472,,1,FREDERICK COUNTY
18,501 - STEPHENS CITY,1720,0,0,1720,,14,FREDERICK COUNTY
19,502 - NEWTOWN,1994,0,0,1994,,5,FREDERICK COUNTY
20,503 - CANTERBURG,2117,0,0,2117,,9,FREDERICK COUNTY
21,601 - MILLBROOK,1047,0,0,1047,,2,FREDERICK COUNTY
22,602 - ASH HOLLOW,1389,0,0,1389,,4,FREDERICK COUNTY
23,603 - GREENWOOD,2391,0,0,2391,,3,FREDERICK COUNTY
1,# Central Absentee,0,933,0,933,,0,FREDERICKSBURG CITY
2,## Provisional,0,0,98,98,,0,FREDERICKSBURG CITY
3,101 - PRECINCT 1 - DISTRICT ONE,2438,0,0,2438,,8,FREDERICKSBURG CITY
4,201 - PRECINCT 1 - DISTRICT TWO,2474,0,0,2474,,14,FREDERICKSBURG CITY
5,301 - PRECINCT 1 - DISTRICT THREE,1964,0,0,1964,,24,FREDERICKSBURG CITY
6,401 - PRECINCT 1 - DISTRICT FOUR,1223,0,0,1223,,22,FREDERICKSBURG CITY
7,402 - PRECINCT 2 - DISTRICT FOUR,740,0,0,740,,5,FREDERICKSBURG CITY
1,# Central Absentee,0,155,0,155,,6,GALAX CITY
2,## Provisional,0,0,1,1,,0,GALAX CITY
3,001 - EAST,731,0,0,731,,10,GALAX CITY
4,002 - NORTH,510,0,0,510,,1,GALAX CITY
5,003 - SOUTH,444,0,0,444,,0,GALAX CITY
1,# Central Absentee,0,494,0,494,,14,GILES COUNTY
2,## Provisional,0,0,5,5,,0,GILES COUNTY
3,101 - GLEN LYN,83,0,0,83,,0,GILES COUNTY
4,102 - RICH CREEK,367,0,0,367,,0,GILES COUNTY
5,103 - NARROWS,1207,0,0,1207,,5,GILES COUNTY
6,201 - PEARISBURG,1644,0,0,1644,,4,GILES COUNTY
7,202 - STAFFORDSVILLE,267,0,0,267,,2,GILES COUNTY
8,203 - WHITE GATE,186,0,0,186,,0,GILES COUNTY
9,301 - EGGLESTON,513,0,0,513,,0,GILES COUNTY
10,302 - PEMBROKE,1234,0,0,1234,,5,GILES COUNTY
11,303 - NEWPORT,688,0,0,688,,0,GILES COUNTY
1,# Central Absentee,0,1019,0,1019,,0,GLOUCESTER COUNTY
2,## Provisional,0,0,6,6,,0,GLOUCESTER COUNTY
3,101 - HARCUM,1085,0,0,1085,,0,GLOUCESTER COUNTY
4,102 - SALEM,931,0,0,931,,7,GLOUCESTER COUNTY
5,103 - PEASLEY,707,0,0,707,,2,GLOUCESTER COUNTY
6,201 - COURTHOUSE,1180,0,0,1180,,12,GLOUCESTER COUNTY
7,202 - BOTETOURT,1715,0,0,1715,,7,GLOUCESTER COUNTY
8,301 - WHITE MARSH,1298,0,0,1298,,10,GLOUCESTER COUNTY
9,302 - ROANES,1644,0,0,1644,,4,GLOUCESTER COUNTY
10,401 - HAYES,1573,0,0,1573,,15,GLOUCESTER COUNTY
11,402 - SARAHS CREEK,1330,0,0,1330,,4,GLOUCESTER COUNTY
12,501 - ACHILLES,1904,0,0,1904,,13,GLOUCESTER COUNTY
13,502 - WALKER,1320,0,0,1320,,5,GLOUCESTER COUNTY
1,# Central Absentee,0,1267,0,1267,,9,GOOCHLAND COUNTY
2,## Provisional,0,0,12,12,,0,GOOCHLAND COUNTY
3,101 - FIFE,812,0,0,812,,3,GOOCHLAND COUNTY
4,102 - HADENSVILLE,1299,0,0,1299,,2,GOOCHLAND COUNTY
5,201 - THREE SQUARE,388,0,0,388,,3,GOOCHLAND COUNTY
6,202 - SANDY HOOK,1730,0,0,1730,,24,GOOCHLAND COUNTY
7,301 - GOOCHLAND COURT HOUSE 1,1175,0,0,1175,,1,GOOCHLAND COUNTY
8,302 - GOOCHLAND COURT HOUSE 2,543,0,0,543,,0,GOOCHLAND COUNTY
9,401 - SHALLOW WELL,1112,0,0,1112,,1,GOOCHLAND COUNTY
10,402 - CENTERVILLE,1968,0,0,1968,,12,GOOCHLAND COUNTY
11,501 - MANAKIN,1895,0,0,1895,,0,GOOCHLAND COUNTY
12,502 - BLAIR ROAD,1134,0,0,1134,,2,GOOCHLAND COUNTY
1,# Central Absentee,0,438,0,438,,0,GRAYSON COUNTY
2,## Provisional,0,0,4,4,,0,GRAYSON COUNTY
3,101 - BRIDLE CREEK,220,0,0,220,,0,GRAYSON COUNTY
4,102 - FLATRIDGE,132,0,0,132,,0,GRAYSON COUNTY
5,103 - GRANT,248,0,0,248,,0,GRAYSON COUNTY
6,104 - MOUTH OF WILSON,157,0,0,157,,0,GRAYSON COUNTY
7,105 - MOUNT ROGERS,172,0,0,172,,0,GRAYSON COUNTY
8,106 - RUGBY,172,0,0,172,,0,GRAYSON COUNTY
9,107 - TROUTDALE,114,0,0,114,,0,GRAYSON COUNTY
10,108 - COMERS ROCK,165,0,0,165,,0,GRAYSON COUNTY
11,202 - ELK CREEK,375,0,0,375,,0,GRAYSON COUNTY
12,203 - INDEPENDENCE,991,0,0,991,,0,GRAYSON COUNTY
13,301 - BAYWOOD,580,0,0,580,,0,GRAYSON COUNTY
14,302 - FAIRVIEW,771,0,0,771,,0,GRAYSON COUNTY
15,401 - FRIES,304,0,0,304,,0,GRAYSON COUNTY
16,402 - PROVIDENCE,629,0,0,629,,0,GRAYSON COUNTY
17,403 - OLDTOWN,300,0,0,300,,0,GRAYSON COUNTY
1,# Central Absentee,0,780,0,780,,2,GREENE COUNTY
2,## Provisional,0,0,4,4,,0,GREENE COUNTY
3,101 - DYKE,730,0,0,730,,2,GREENE COUNTY
4,102 - SWIFT RUN,993,0,0,993,,0,GREENE COUNTY
5,201 - RUCKERSVILLE,1855,0,0,1855,,0,GREENE COUNTY
6,301 - STANARDSVILLE,1650,0,0,1650,,2,GREENE COUNTY
7,401 - MIDWAY,2142,0,0,2142,,8,GREENE COUNTY
1,## Provisional,0,0,3,3,,0,GREENSVILLE COUNTY
2,101 - PRECINCT 1-A,374,16,0,390,,0,GREENSVILLE COUNTY
3,102 - PRECINCT 1-B,161,7,0,168,,0,GREENSVILLE COUNTY
4,103 - PRECINCT 1-C,241,6,0,247,,0,GREENSVILLE COUNTY
